#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%
393,Dellin Betances,NYM,57.1%,91.9,42.9%,80.8,0,0,0,0,0,0,0,0,0,0,0
394,Trevor Richards,TBR,48.4%,91.9,14.5%,82.6,5.4%,84.8,0,0,31.7%,84.6,0,0,0,0,0
395,Dylan Bundy,LAA,45.2%,91.9,24.2%,81.3,0,0,14.5%,74.8,16.1%,84.2,0,0,0,0,0
396,Alex McRae,CHW,62.5%,91.9,12.5%,83.0,0,0,0,0,25.0%,86.5,0,0,0,0,0
397,Bailey Falter,PHI,66.7%,91.9,0,0,20.0%,85.2,3.3%,77.0,10.0%,82.0,0,0,0,0,0
398,Kolby Allard,TEX,53.0%,91.9,0,0,34.2%,86.9,7.3%,76.8,5.5%,83.8,0,0,0,0,0
399,Edwin Uceta,LAD,70.4%,91.9,0,0,0,0,3.7%,78.0,25.9%,86.3,0,0,0,0,0
400,Stephen Strasburg,WSN,51.4%,91.9,0,0,0,0,28.9%,79.5,19.7%,86.5,0,0,0,0,4.6%
401,Chase Anderson,PHI,39.8%,91.9,0,0,23.4%,87.1,10.0%,77.6,26.9%,82.5,0,0,0,0,0
402,Chi Chi Gonzalez,COL,54.0%,91.8,31.4%,86.3,0,0,3.6%,82.7,11.1%,84.9,0,0,0,0,0
403,Jhoulys Chacin,COL,51.4%,91.8,36.4%,80.5,5.0%,85.5,0,0,7.3%,83.6,0,0,0,0,0
404,Matthew Boyd,DET,49.1%,91.7,21.9%,79.6,0,0,5.7%,73.8,23.3%,79.8,0,0,0,0,0
405,Kent Emanuel,HOU,50.4%,91.7,27.3%,77.9,0,0,0,0,22.3%,83.8,0,0,0,0,0
406,Adam Plutko,BAL,42.1%,91.7,8.6%,83.1,40.2%,87.9,9.0%,77.0,0,0,0,0,0,0,0
407,Austin Gomber,COL,45.2%,91.6,24.0%,85.6,0,0,21.2%,75.2,9.7%,82.8,0,0,0,0,1.0%
408,Chris Archer,TBR,40.4%,91.6,46.8%,86.8,0,0,0,0,12.8%,85.3,0,0,0,0,0
409,Matt Moore,PHI,58.2%,91.5,0,0,12.3%,88.6,14.1%,79.6,15.5%,83.1,0,0,0,0,1.8%
410,Alex Wood,SFG,39.3%,91.5,0,0,0,0,35.4%,84.4,25.3%,85.6,0,0,0,0,0
411,Johnny Cueto,SFG,47.1%,91.5,9.3%,82.1,18.6%,84.3,0.7%,77.5,24.4%,82.5,0,0,0,0,0
412,Brandon Workman,CHC,44.6%,91.5,0,0,6.3%,86.5,49.1%,78.8,0,0,0,0,0,0,0
413,Deolis Guerra,OAK,47.6%,91.5,0,0,16.0%,84.6,7.5%,77.8,28.8%,82.1,0,0,0,0,0
414,Aaron Civale,CLE,33.0%,91.4,14.2%,83.1,19.8%,87.6,16.8%,77.0,0,0,16.3%,85.1,0,0,0
415,Craig Stammen,SDP,42.8%,91.4,0.7%,86.5,29.5%,88.7,26.0%,80.0,1.1%,86.0,0,0,0,0,0
416,Ross Detwiler,MIA,41.1%,91.4,40.4%,84.4,0,0,11.9%,76.9,6.6%,85.0,0,0,0,0,0
417,Bruce Zimmermann,BAL,44.6%,91.4,12.7%,85.8,0,0,17.9%,82.0,24.8%,84.5,0,0,0,0,0
418,Alec Bettinger,MIL,61.8%,91.4,12.4%,84.4,0,0,18.0%,75.3,7.9%,82.7,0,0,0,0,0
419,Brandon Kintzler,PHI,75.9%,91.4,10.1%,84.4,0,0,0,0,13.9%,86.2,0,0,0,0,0
420,Merrill Kelly,ARI,54.4%,91.4,0,0,7.2%,89.9,21.0%,80.7,17.4%,86.3,0,0,0,0,0.7%
421,Jose Quintana,LAA,53.8%,91.4,13.6%,79.3,0,0,17.8%,78.7,14.7%,87.0,0,0,0,0,0
422,Robert Dugger,SEA,41.9%,91.4,22.9%,80.9,0,0,33.3%,75.6,1.9%,84.0,0,0,0,0,0
423,Tim Hill,SDP,75.7%,91.4,23.8%,84.5,0,0,0,0,0.5%,86.0,0,0,0,0,3.8%
424,Chris Devenski,ARI,32.0%,91.4,13.3%,78.7,0,0,6.7%,73.8,48.0%,79.9,0,0,0,0,0
425,Randy Dobnak,MIN,49.1%,91.3,40.8%,84.5,0,0,0,0,10.1%,86.3,0,0,0,0,0
426,Mike Minor,KCR,33.5%,91.3,30.2%,86.3,0,0,18.9%,80.7,17.5%,85.2,0,0,0,0,0
427,Jake Woodford,STL,56.7%,91.3,18.9%,83.8,0,0,22.2%,76.1,2.2%,83.0,0,0,0,0,0
428,Matt Wisler,SFG,13.6%,91.3,86.4%,81.7,0,0,0,0,0,0,0,0,0,0,0
429,Sam Selman,SFG,57.9%,91.3,42.1%,80.4,0,0,0,0,0,0,0,0,0,0,0
430,Triston McKenzie,CLE,67.1%,91.3,14.5%,86.6,0,0,13.4%,78.8,4.9%,86.0,0,0,0,0,0
431,Sean Manaea,OAK,60.4%,91.2,14.1%,80.0,0,0,0,0,25.4%,84.1,0,0,0,0,0
432,Stephen Tarpley,NYM,60.0%,91.2,40.0%,79.8,0,0,0,0,0,0,0,0,0,0,0
433,Caleb Thielbar,MIN,45.1%,91.2,38.7%,79.5,0,0,16.2%,70.4,0,0,0,0,0,0,1.0%
434,Matt Shoemaker,MIN,44.3%,91.2,26.2%,82.0,0,0,0,0,0,0,29.6%,84.7,0,0,0
435,Grant Dayton,ATL,62.0%,91.2,0,0,0,0,38.0%,76.8,0,0,0,0,0,0,3.3%
436,Tony Watson,LAA,39.3%,91.1,18.9%,81.2,0,0,0,0,41.8%,85.2,0,0,0,0,0
437,Ross Stripling,TOR,39.2%,91.1,25.3%,87.2,0,0,23.5%,77.8,12.0%,83.5,0,0,0,0,0
438,Kenta Maeda,MIN,29.0%,91.1,41.6%,83.0,0,0,3.6%,77.9,25.8%,85.1,0,0,0,0,0
439,Luke Farrell,MIN,34.5%,91.1,58.6%,81.6,0,0,6.9%,79.5,0,0,0,0,0,0,0
440,Jose Alvarez,SFG,48.3%,91.0,20.6%,81.3,10.0%,86.3,0,0,21.1%,80.8,0,0,0,0,0
441,Jake Arrieta,CHC,59.3%,91.0,0,0,18.9%,87.7,15.4%,79.8,6.4%,85.7,0,0,0,0,0.4%
442,Caleb Smith,ARI,48.3%,91.0,22.4%,83.7,0,0,8.1%,78.2,21.2%,81.4,0,0,0,0,0
443,Joey Lucchesi,NYM,62.1%,91.0,0,0,0,0,0,0,37.9%,77.8,0,0,0,0,0
444,Trevor Williams,CHC,61.6%,91.0,18.9%,82.9,0,0,11.6%,77.7,7.9%,84.3,0,0,0,0,0
445,Kohei Arihara,TEX,46.4%,91.0,17.3%,82.2,13.6%,87.6,2.3%,74.4,11.5%,82.1,8.8%,83.0,0,0,0
446,Clayton Kershaw,LAD,37.9%,90.9,44.6%,87.6,0,0,17.5%,74.7,0,0,0,0,0,0,0
447,Patrick Corbin,WSN,57.3%,90.9,34.8%,78.6,2.0%,86.0,0.5%,63.5,5.4%,80.3,0,0,0,0,0.5%
448,Cole Irvin,OAK,59.8%,90.9,15.9%,82.6,0,0,4.2%,76.3,20.1%,83.9,0,0,0,0,0
449,Josh Fleming,TBR,49.1%,90.8,0,0,30.5%,85.8,2.8%,78.7,17.6%,81.9,0,0,0,0,1.3%
450,James Hoyt,LAA,52.6%,90.8,47.4%,83.5,0,0,0,0,0,0,0,0,0,0,0
451,Jakob Junis,KCR,41.8%,90.8,36.5%,83.0,17.7%,89.4,0,0,4.0%,85.0,0,0,0,0,0
452,Kyle McGowin,WSN,27.7%,90.7,72.3%,81.3,0,0,0,0,0,0,0,0,0,0,3.1%
453,Cody Stashak,MIN,42.5%,90.7,54.6%,82.3,0,0,0,0,2.9%,86.2,0,0,0,0,0
454,Tanner Roark,TOR,40.5%,90.7,0,0,22.1%,86.2,22.1%,73.1,15.3%,82.0,0,0,0,0,0
455,Stefan Crichton,ARI,72.3%,90.7,25.8%,77.6,0,0,0,0,1.9%,86.7,0,0,0,0,0.6%
456,John Gant,STL,53.2%,90.6,14.7%,83.8,0,0,8.1%,74.3,24.0%,79.6,0,0,0,0,0.7%
457,Madison Bumgarner,ARI,36.9%,90.6,37.7%,85.8,0,0,22.5%,78.5,2.9%,84.3,0,0,0,0,0.7%
458,Kris Bubic,KCR,55.0%,90.5,0,0,0,0,5.0%,79.0,40.0%,80.6,0,0,0,0,0
459,Michael Pineda,MIN,54.1%,90.5,32.6%,81.8,0,0,0,0,13.3%,85.1,0,0,0,0,0
460,Tyler Alexander,DET,43.9%,90.5,18.2%,83.7,26.2%,86.6,0,0,11.7%,84.7,0,0,0,0,0
461,Corey Kluber,NYY,33.2%,90.5,0,0,28.8%,87.6,26.8%,81.7,11.1%,84.8,0,0,0,0,0
462,Zack Godley,MIL,17.8%,90.5,0,0,46.6%,88.5,34.2%,82.0,1.4%,84.0,0,0,0,0,0
463,Brooks Raley,HOU,20.2%,90.4,17.4%,81.9,41.7%,87.6,12.4%,78.8,8.3%,85.9,0,0,0,0,0
464,Collin McHugh,TBR,16.5%,90.4,42.2%,79.5,36.7%,87.0,4.6%,74.2,0,0,0,0,0,0,0
465,Ryan Thompson,TBR,56.0%,90.4,39.6%,77.1,3.8%,79.9,0,0,0.5%,81.0,0,0,0,0,2.2%
466,Daniel Castano,MIA,50.2%,90.3,35.3%,80.5,0,0,0,0,14.4%,81.4,0,0,0,0,0
467,Dane Dunning,TEX,60.4%,90.3,20.3%,79.9,6.1%,86.7,2.6%,78.7,10.6%,84.1,0,0,0,0,0
468,Hyeon-jong Yang,TEX,52.1%,90.2,23.9%,80.4,0,0,0.9%,72.0,23.1%,82.0,0,0,0,0,0
469,Tyler Webb,STL,66.1%,90.2,17.5%,74.5,0,0,0,0,16.4%,79.0,0,0,0,0,0
470,Miguel Yajure,PIT,18.3%,90.2,18.3%,79.9,25.0%,86.3,10.0%,77.7,28.3%,87.5,0,0,0,0,0
471,Julio Teheran,DET,63.3%,90.2,30.0%,82.0,0,0,0,0,6.7%,81.2,0,0,0,0,0
472,Josh Lindblom,MIL,46.6%,90.1,14.4%,75.5,16.5%,85.5,5.5%,72.2,13.6%,83.9,3.4%,83.6,0,0,0
473,Ryan Castellani,COL,16.9%,90.1,43.1%,83.1,0,0,6.2%,78.0,33.8%,87.8,0,0,0,0,0
474,Tyler Anderson,PIT,43.9%,90.0,0,0,27.0%,84.1,0.6%,70.3,28.5%,80.5,0,0,0,0,0
475,Chris Mazza,TBR,31.5%,89.9,23.6%,80.5,44.4%,87.7,0,0,0.6%,86.0,0,0,0,0,2.2%
476,Aaron Sanchez,SFG,43.2%,89.9,0,0,0,0,32.2%,74.1,24.7%,83.6,0,0,0,0,0
477,J.A. Happ,MIN,66.2%,89.8,17.1%,83.3,0,0,3.2%,81.4,0,0,13.5%,86.9,0,0,0
478,Adam Wainwright,STL,35.1%,89.8,0,0,25.2%,85.3,32.5%,73.6,7.1%,83.4,0,0,0,0,1.5%
479,Alex Young,ARI,46.7%,89.8,0,0,18.9%,84.9,12.7%,82.2,21.7%,85.1,0,0,0,0,3.8%
480,Hyun-Jin Ryu,TOR,28.9%,89.7,0,0,28.0%,85.5,12.1%,72.3,31.0%,78.9,0,0,0,0,0
481,Trevor Cahill,PIT,35.8%,89.7,16.9%,84.9,0,0,24.1%,78.5,23.2%,82.3,0,0,0,0,0
482,Nick Margevicius,SEA,71.8%,89.6,7.3%,83.8,0,0,17.8%,71.9,0,0,3.1%,81.3,0,0,0
483,Wade Miley,CIN,13.5%,89.6,0,0,51.7%,85.6,2.3%,74.6,32.4%,81.6,0,0,0,0,0
484,Lewis Thorpe,MIN,41.4%,89.5,50.0%,84.2,0,0,5.7%,73.3,2.9%,82.0,0,0,0,0,0
485,Nick Ramirez,SDP,26.0%,89.5,9.0%,84.3,25.0%,87.8,0,0,40.0%,79.2,0,0,0,0,0
486,Jordan Zimmermann,MIL,46.4%,89.4,33.9%,85.7,0,0,7.1%,79.8,0,0,12.5%,85.9,0,0,0
487,Luis Avilan,WSN,43.5%,89.3,0,0,0,0,6.5%,75.9,50.0%,83.5,0,0,0,0,0
488,Josh Tomlin,ATL,16.3%,89.3,0,0,54.1%,86.2,28.5%,76.8,1.2%,84.3,0,0,0,0,0
489,Alec Mills,CHC,64.2%,89.2,10.6%,77.6,0,0,12.9%,65.6,12.3%,79.8,0,0,0,0,0.3%
490,Oliver Perez,CLE,67.9%,89.2,32.1%,76.0,0,0,0,0,0,0,0,0,0,0,7.1%
491,Brett Anderson,MIL,51.8%,89.2,15.1%,81.0,10.1%,86.7,7.2%,76.0,15.8%,82.0,0,0,0,0,0
492,Kwang-hyun Kim,STL,45.1%,89.1,39.2%,83.4,0,0,7.2%,71.4,0,0,8.4%,81.5,0,0,0
493,Steve Cishek,LAA,47.5%,89.1,52.1%,76.4,0,0,0,0,0.5%,84.0,0,0,0,0,1.8%
494,Richard Bleier,MIA,53.0%,89.1,14.9%,78.4,30.9%,86.6,0,0,1.1%,83.0,0,0,0,0,0
495,Paolo Espino,WSN,63.2%,89.0,17.9%,78.3,0,0,16.0%,70.7,2.8%,82.3,0,0,0,0,0
496,Trevor Hildenberger,NYM,46.6%,89.0,36.2%,77.7,0,0,0,0,17.2%,78.6,0,0,0,0,0
497,Lucas Luetge,NYY,63.3%,88.9,25.4%,82.6,0,0,11.3%,75.1,0,0,0,0,0,0,0
498,Elieser Hernandez,MIA,64.7%,88.8,32.4%,78.9,0,0,0,0,2.9%,80.0,0,0,0,0,0
499,Rich Hill,TBR,45.8%,88.5,5.0%,71.2,8.8%,83.9,40.3%,73.0,0,0,0,0,0,0,0
500,Zack Greinke,HOU,46.3%,88.4,9.4%,82.9,0,0,21.3%,71.3,23.0%,86.5,0,0,0,0,0
501,Adam Kolarek,OAK,75.5%,88.3,11.3%,75.3,0,0,0,0,13.2%,81.3,0,0,0,0,0
502,Mike Kickham,LAD,8.9%,88.3,82.2%,82.6,0,0,8.9%,77.3,0,0,0,0,0,0,0
