#,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C
415,Johnny Cueto,SFG,-0.7,-0.4,0,0.0,0,0,0,-4.71,-10.14,0,0.89,0,0,0
416,Ben Gamel,CLE,-0.7,-0.8,-0.1,0.0,-0.5,0,0,-1.62,-4.86,-7.03,-1.50,-5.91,0,0
417,Wilson Ramos,DET,-0.7,1.2,0.4,0.0,-0.9,1.2,0,-0.43,1.07,2.99,-0.25,-4.86,13.63,0
418,Pavin Smith,ARI,-0.8,-1.3,1.1,0.0,1.0,0.4,0,-0.41,-1.53,16.00,0.08,1.96,14.81,0
419,Riley Smith,ARI,-0.8,-0.4,-0.2,0.1,0,0,0,-3.46,-10.27,-23.90,2.63,0,0,0
420,Austin Hedges,CLE,-0.8,-3.3,1.2,0.0,-0.4,-0.4,0,-1.03,-8.16,40.65,-0.61,-9.14,-6.33,0
421,Mitch Keller,PIT,-0.8,0,0,0.0,0.0,0,0,-3.75,0,0,1.78,0.00,0,0
422,Jacob Nottingham,MIL,-0.8,1.0,0.0,1.1,-0.2,0,0,-4.20,20.98,3.25,22.93,-12.14,0,0
423,Orlando Arcia,MIL,-0.8,-0.8,0,-0.4,0,0,0,-3.66,-5.15,0,-8.32,0,0,0
424,Drew Smyly,ATL,-0.8,0,0,-0.4,0,0,0,-5.82,0,0,-9.61,0,0,0
425,Bryse Wilson,ATL,-0.8,-0.2,-0.4,0,0,0,0,-5.51,-21.46,-18.34,0,0,0,0
426,Jorge Alfaro,MIA,-0.8,0.7,-0.2,-0.4,-0.6,0,0,-1.19,2.92,-1.98,-2.27,-4.91,0,0
427,Michael Pineda,MIN,-0.8,-0.2,0,0,0,0,0,-10.62,-18.56,0,0,0,0,0
428,Sandy Alcantara,MIA,-0.9,-0.9,-0.3,-0.8,-0.2,0,0,-2.08,-12.30,-6.47,-5.48,-5.78,0,0
429,Daniel Castano,MIA,-0.9,0,0,0,0,0,0,-7.83,0,0,0,0,0,0
430,Mike Ford,NYY,-0.9,-0.5,0.2,0.1,0.3,-0.1,0,-1.30,-4.16,2.01,0.68,1.60,-2.89,0
431,Charlie Morton,ATL,-0.9,0,0.0,-0.2,-0.2,0,0,-3.99,0,3.25,-6.17,-11.25,0,0
432,Ryan Weathers,SDP,-0.9,-0.6,0.1,0.0,-0.1,0,0,-5.19,-14.80,3.55,0.00,-5.72,0,0
433,Ryan Mountcastle,BAL,-0.9,-3.4,-1.0,-2.1,-0.9,-0.2,0,-0.43,-3.35,-6.44,-4.02,-2.23,-5.84,0
434,Abraham Toro,HOU,-0.9,-1.4,0,-0.1,-0.3,0,0,-4.25,-11.59,0,-0.64,-3.70,0,0
435,Jonathan Lucroy,WSN,-0.9,0.0,0.1,0.8,0.3,0,0,-2.90,-0.41,6.58,10.82,14.44,0,0
436,Anthony Bemboom,LAA,-0.9,0.2,0.0,-1.0,0.3,0,0,-2.31,5.53,1.63,-6.46,3.91,0,0
437,Anderson Tejeda,TEX,-0.9,-0.8,-0.4,-0.5,-0.5,0,0,-5.32,-8.44,-3.83,-2.37,-6.67,0,0
438,Trevor Williams,CHC,-0.9,-0.6,0,0,0.7,0,0,-3.65,-8.11,0,0,21.70,0,0
439,Manny Pina,MIL,-0.9,0.4,0.6,-0.5,-0.2,0,0,-1.38,1.73,15.42,-3.58,-2.86,0,0
440,Edmundo Sosa,STL,-0.9,0.6,0.1,0,-0.5,0,0,-4.60,3.68,1.45,0,-8.34,0,0
441,Zac Gallen,ARI,-0.9,-0.1,0,-0.3,0,0,0,-4.07,-7.07,0,-10.33,0,0,0
442,Hernan Perez,WSN,-0.9,-0.5,-0.2,-1.5,-0.2,0,0,-2.40,-3.49,-5.76,-8.30,-1.77,0,0
443,Tyler Anderson,PIT,-0.9,-0.6,-0.4,0.1,-0.2,0,0,-5.54,-8.64,-5.99,0.89,-11.25,0,0
444,Alex Dickerson,SFG,-0.9,-0.4,0.6,-0.5,-0.9,-0.4,0,-0.62,-0.48,2.77,-2.21,-1.92,-7.17,0
445,Juan Lagares,LAA,-1.0,0.4,-0.2,-0.4,-0.6,0,0,-7.92,4.22,-7.07,-10.76,-7.52,0,0
446,Tyler O'Neill,STL,-1.0,4.0,-0.5,-0.1,0.0,0.2,0,-0.75,5.86,-3.11,-0.45,-0.16,5.89,0
447,Billy McKinney,MIL,-1.0,-0.3,0.6,-1.6,1.3,-0.2,0,-0.52,-0.64,3.19,-3.29,4.64,-3.82,0
448,Chase Anderson,PHI,-1.0,-0.6,0,0,0.0,0,0,-4.91,-5.85,0,0,1.18,0,0
449,Daniel Johnson Jr.,CLE,-1.0,-0.4,0,0.0,-0.9,0,0,-4.75,-6.75,0,0.95,-8.29,0,0
450,John Gant,STL,-1.0,0,-0.3,-0.2,-0.1,0,0,-10.02,0,-4.80,-8.63,-13.32,0,0
451,Luis Torrens,SEA,-1.0,-1.6,0.5,0.7,-1.5,-0.4,0,-0.70,-2.24,3.87,2.18,-5.04,-8.96,0
452,Sonny Gray,CIN,-1.0,-0.1,0,-0.1,0,0.0,0,-4.56,-2.42,0,-11.55,0,4.47,0
453,Blake Snell,SDP,-1.0,-0.1,-0.3,0.0,0,0,0,-7.23,-5.72,-11.35,2.63,0,0,0
454,Ka'ai Tom,- - -,-1.0,0.2,-1.0,-0.6,-0.8,-0.1,0,-1.05,0.78,-5.53,-4.54,-12.99,-13.32,0
455,Travis Shaw,MIL,-1.0,-1.2,2.1,2.2,-0.3,0,0,-0.40,-1.34,7.83,3.80,-0.65,0,0
456,Renato Nunez,DET,-1.0,1.1,-0.5,-0.3,-0.5,0,0,-2.23,3.17,-6.74,-9.44,-2.93,0,0
457,Eddie Rosario,CLE,-1.0,-0.2,-0.8,0.3,-0.8,0.3,0,-0.52,-0.21,-8.02,0.68,-1.32,10.32,0
458,Ender Inciarte,ATL,-1.0,0.2,0.0,0.1,0.4,0,0,-2.21,1.77,1.07,1.50,6.06,0,0
459,Jorge Mateo,SDP,-1.1,1.8,-0.6,-0.1,-0.4,-0.3,0,-1.64,4.40,-6.11,-2.23,-2.90,-10.58,0
460,DJ Peters,LAD,-1.1,0,-0.2,0.0,0,0,0,-5.18,0,-21.15,3.25,0,0,0
461,Alec Mills,CHC,-1.1,-0.2,0,0,0,0,0,-5.90,-4.36,0,0,0,0,0
462,Jose Rojas,LAA,-1.1,0.4,0.1,-0.2,-0.3,-0.2,0,-1.10,1.25,0.85,-0.83,-1.67,-19.90,0
463,James McCann,NYM,-1.1,-1.3,-1.7,0.3,-1.8,0.0,0,-0.65,-2.40,-6.68,2.45,-13.05,-0.44,0
464,Rowdy Tellez,TOR,-1.1,-0.7,-0.9,-0.3,-0.7,-0.4,0,-0.85,-1.96,-7.10,-1.39,-1.89,-7.28,0
465,Jose Devers,MIA,-1.1,0,0.0,0.0,0.1,-0.4,0,-4.08,0,0.89,0.10,0.62,-4.24,0
466,Aaron Sanchez,SFG,-1.1,-0.5,-0.1,-0.2,-0.4,0,0,-5.46,-11.81,-2.00,-16.78,-9.28,0,0
467,German Marquez,COL,-1.2,-0.4,0,-0.4,0.0,0,0,-6.42,-8.97,0,-8.65,-1.55,0,0
468,Alex Avila,WSN,-1.2,0.3,-0.9,0.2,0.2,0,0,-3.48,1.55,-9.57,2.33,1.56,0,0
469,Jake Arrieta,CHC,-1.2,-0.1,-0.5,-0.2,0.0,-0.1,0,-4.25,-4.91,-5.76,-4.71,-1.97,-5.72,0
470,Justin Williams,STL,-1.2,-1.6,0.3,-0.6,1.2,-0.5,0,-0.83,-3.95,0.97,-1.68,3.61,-4.41,0
471,Dustin Fowler,PIT,-1.2,-1.1,-0.1,-1.4,0.2,-0.2,0,-1.33,-5.58,-0.79,-4.90,0.75,-4.76,0
472,Jack Flaherty,STL,-1.2,-0.4,0,0.3,-0.2,0,0,-2.61,-4.32,0,6.39,-4.96,0,0
473,Scott Kingery,PHI,-1.2,0.1,0.0,0,-0.2,0,0,-7.55,1.45,0.52,0,-21.26,0,0
474,Michael A. Taylor,KCR,-1.2,0.9,-0.1,-1.1,0.1,0.8,0,-0.62,1.02,-0.74,-2.29,0.42,25.13,0
475,Odubel Herrera,PHI,-1.2,-1.5,-0.3,-0.4,-0.4,0.0,0,-2.33,-7.31,-4.28,-2.78,-5.68,4.47,0
476,Jon Gray,COL,-1.2,-0.2,1.1,-0.6,0,0,0,-3.64,-2.37,13.73,-7.49,0,0,0
477,Johan Camargo,ATL,-1.2,-0.9,-0.3,0.1,0.0,0,0,-3.67,-8.79,-15.81,1.59,-0.63,0,0
478,Sam Haggerty,SEA,-1.3,1.1,-0.9,0.7,-0.7,-0.5,0,-0.93,4.15,-5.31,3.34,-1.56,-10.35,0
479,Phil Gosselin,LAA,-1.3,-0.7,-0.4,0,0.6,0,0,-6.98,-8.11,-8.67,0,18.76,0,0
480,Clint Frazier,NYY,-1.3,-1.1,-1.6,1.1,-1.6,0.2,0,-0.66,-1.90,-3.28,2.97,-3.86,8.05,0
481,Kevin Plawecki,BOS,-1.3,1.0,-1.0,0.5,-1.0,0,0,-2.66,4.61,-7.35,10.33,-9.11,0,0
482,Mike Tauchman,- - -,-1.3,-0.3,1.0,1.2,0.4,-0.3,0,-1.37,-0.84,5.63,3.84,4.87,-10.35,0
483,Gleyber Torres,NYY,-1.3,-1.3,-1.6,0.7,1.1,0.2,0,-0.59,-1.55,-2.65,1.32,1.98,4.46,0
484,Chris Paddack,SDP,-1.3,0,-0.3,0,0,0,0,-6.53,0,-8.60,0,0,0,0
485,John Nogowski,STL,-1.3,-0.5,-0.2,0.0,0.1,-0.2,0,-5.04,-5.15,-2.91,0.12,3.98,-8.10,0
486,Vimael Machin,OAK,-1.3,-0.4,-0.1,-0.2,-1.1,-0.6,0,-4.19,-2.85,-1.73,-2.84,-15.14,-32.12,0
487,Nolan Arenado,STL,-1.4,0.7,-0.8,-0.2,4.8,0,0,-0.51,0.57,-4.03,-0.39,8.80,0,0
488,Tommy La Stella,SFG,-1.4,0.3,-0.2,-0.1,1.9,0.0,0,-0.74,0.51,-1.50,-0.59,4.51,-0.49,0
489,Kyle Schwarber,WSN,-1.4,-0.3,-0.1,-0.5,-0.8,0.0,0,-0.84,-0.41,-0.92,-1.64,-1.65,4.47,0
490,Zach Eflin,PHI,-1.4,-0.4,0.0,-0.6,-0.1,0,0,-4.81,-5.89,-4.50,-9.19,-5.72,0,0
491,Anthony DeSclafani,SFG,-1.4,-1.3,0,0.0,-0.2,0,0,-3.67,-10.75,0,0.13,-17.97,0,0
492,Marcus Stroman,NYM,-1.4,0.0,0.6,-0.7,0,0,0,-5.37,-1.97,27.80,-6.83,0,0,0
493,Mickey Moniak,PHI,-1.4,-1.0,0,-0.3,0.6,-0.4,0,-3.18,-3.41,0,-3.68,3.23,-13.10,0
494,Josh VanMeter,ARI,-1.4,0.1,1.7,-0.3,-0.3,0.0,0,-1.24,0.30,9.84,-1.13,-0.78,-1.55,0
495,Roberto Perez,CLE,-1.4,0.0,-0.2,-1.6,0.1,-0.1,0,-0.85,0.01,-1.50,-5.75,0.45,-2.71,0
496,Taylor Trammell,SEA,-1.4,0.3,1.0,-0.2,-1.8,-0.6,0,-0.81,0.50,4.16,-0.39,-2.91,-4.88,0
497,Tucupita Marcano,SDP,-1.4,0.2,0,0.0,0.0,0,0,-4.93,2.58,0,-1.04,-0.78,0,0
498,David Peterson,NYM,-1.4,0,0,-0.5,-0.4,0,0,-4.95,0,0,-5.97,-6.24,0,0
499,Austin Romine,CHC,-1.4,0.6,-0.2,0,-0.2,0,0,-9.58,19.00,-4.80,0,-15.54,0,0
500,Alex Jackson,ATL,-1.4,-0.3,-0.3,-0.6,-0.7,0,0,-2.63,-2.45,-5.54,-3.78,-8.27,0,0
501,Harold Castro,DET,-1.5,0.5,0.2,-0.5,-1.1,-0.3,0,-1.95,3.42,2.19,-1.98,-5.22,-9.54,0
502,Mike Brosseau,TBR,-1.5,-2.6,-1.2,2.6,-0.5,0,0,-1.10,-5.35,-3.31,8.04,-1.54,0,0
503,JaCoby Jones,DET,-1.5,-2.9,0.6,-0.3,-1.5,0,0,-1.31,-4.09,6.91,-1.02,-6.21,0,0
504,Clayton Kershaw,LAD,-1.5,-0.2,0.4,0.9,0,0,0,-4.28,-4.85,3.55,13.32,0,0,0
505,Jacob Stallings,PIT,-1.5,1.3,3.1,-1.9,1.9,0.1,0,-0.81,1.58,14.08,-6.97,6.62,4.98,0
506,Joe Panik,TOR,-1.5,0.4,-1.2,-0.6,-0.4,0.0,0,-1.34,1.22,-10.22,-3.07,-1.55,0.29,0
507,Geraldo Perdomo,ARI,-1.5,0.4,0,0.3,-0.4,0,0,-5.82,4.01,0,5.31,-7.99,0,0
508,Andres Gimenez,CLE,-1.5,0.5,-0.4,-1.7,-1.7,-0.2,0,-0.96,1.12,-5.60,-4.83,-5.40,-3.53,0
509,Jon Jay,LAA,-1.5,-0.4,0,0.5,0,0,0,-6.92,-4.57,0,24.65,0,0,0
510,Albert Almora Jr.,NYM,-1.5,-0.6,-0.1,-0.2,0.0,0.0,0,-4.62,-5.63,-5.11,-2.97,1.74,3.25,0
511,Gary Sanchez,NYY,-1.5,0.6,0.5,-0.5,0.7,-0.2,0,-1.04,1.18,1.38,-1.31,2.22,-11.53,0
512,Luis Castillo,CIN,-1.5,0.0,0,0.9,0,-0.2,0,-9.60,0.06,0,86.09,0,-11.25,0
513,Eric Sogard,CHC,-1.5,0.2,0.2,-0.5,0.5,0.6,0,-1.14,1.12,3.08,-2.21,1.66,55.88,0
514,Andrew Knizner,STL,-1.6,-0.2,0.3,-0.1,-0.5,-0.4,0,-1.57,-0.60,3.62,-0.77,-2.29,-19.21,0
515,Albert Pujols,LAA,-1.6,-3.2,0.8,-0.3,-0.7,-0.2,0,-0.92,-2.81,9.77,-0.87,-2.25,-18.56,0
516,Joe Musgrove,SDP,-1.6,0.0,-0.2,0.0,0.0,0,0,-5.57,-0.27,-8.10,-0.44,-0.71,0,0
517,Julio Urias,LAD,-1.6,-0.4,0,-0.1,0,0,0,-4.46,-7.47,0,-4.31,0,0,0
518,Charlie Culberson,TEX,-1.6,1.0,1.6,-0.3,1.4,-0.1,0,-1.51,2.46,4.82,-1.83,3.61,-1.97,0
519,Chad Kuhl,PIT,-1.6,0.0,0,0,0,0,0,-13.11,1.78,0,0,0,0,0
520,Todd Frazier,PIT,-1.6,-0.9,-0.4,0.9,0.1,-0.3,0,-3.58,-2.08,-7.82,8.95,0.51,-4.90,0
521,Sandy Leon,MIA,-1.6,0.5,-0.5,-0.6,-0.6,0.0,0,-2.20,4.62,-3.91,-5.40,-2.03,-0.34,0
522,Dylan Moore,SEA,-1.6,-1.5,-1.7,-2.6,0.8,-0.2,0,-0.70,-1.98,-4.85,-4.75,1.76,-4.21,0
523,Tony Wolters,CHC,-1.6,0.2,0.3,0.0,-0.4,-0.2,0,-2.54,1.32,8.65,0.38,-4.35,-22.05,0
524,Luis Rengifo,LAA,-1.6,-0.1,-0.1,0,-1.0,0,0,-4.90,-1.26,-2.44,0,-9.78,0,0
525,Jose Marmolejos,SEA,-1.6,-0.8,1.4,-0.3,0.4,0.3,0,-1.01,-2.81,8.75,-0.83,0.61,2.58,0
526,Antonio Senzatela,COL,-1.6,-0.2,0.0,-0.4,0,0,0,-7.06,-4.31,0.00,-6.03,0,0,0
527,Trevor Rogers,MIA,-1.6,-0.1,-0.5,0.0,-0.5,0,0,-7.76,-4.80,-6.79,2.63,-5.66,0,0
528,Billy Hamilton,CHW,-1.6,-0.9,0.2,-0.3,0.0,-0.2,0,-3.50,-4.61,3.05,-2.72,3.25,-11.02,0
529,Yu Darvish,SDP,-1.7,-1.5,0,-0.8,-0.1,0,0,-5.23,-10.47,0,-6.98,-5.72,0,0
530,Brett Anderson,MIL,-1.7,0,0.3,-0.2,0.0,0,0,-8.38,0,27.26,-7.50,-3.88,0,0
531,Trevor Bauer,LAD,-1.7,-0.2,-0.1,-0.1,0,0,0,-3.51,-2.92,-4.80,-6.65,0,0,0
532,Brent Rooker,MIN,-1.7,-1.2,-0.1,-0.2,-0.3,0,0,-2.92,-3.89,-1.48,-4.48,-3.69,0,0
533,Jonathan Villar,NYM,-1.7,-0.3,-0.4,0.6,1.1,-0.2,0,-1.72,-1.12,-8.62,2.82,4.25,-3.71,0
534,Garrett Cooper,MIA,-1.7,-1.3,0.8,0.8,-1.4,-0.5,0,-0.98,-1.53,2.93,3.33,-3.60,-6.54,0
535,Tyler Mahle,CIN,-1.7,-1.1,0,-0.2,0,0,0,-6.41,-21.82,0,-5.32,0,0,0
536,Adam Wainwright,STL,-1.7,-0.8,-0.1,0.0,-0.1,0,0,-10.21,-11.29,-5.23,-0.44,-11.55,0,0
537,Cam Gallagher,KCR,-1.8,0.0,-0.3,-0.2,-0.4,0.0,0,-6.31,0.04,-9.88,-1.14,-8.91,2.63,0
538,Brandon Belt,SFG,-1.8,2.0,1.4,2.9,-0.7,0,0,-0.79,2.12,5.31,6.22,-1.34,0,0
539,Kyle Isbel,KCR,-1.8,0.9,-0.9,-0.4,1.9,0,0,-2.14,4.41,-8.26,-1.57,12.56,0,0
540,Scott Schebler,LAA,-1.8,-1.7,-0.1,-0.4,0.8,0,0,-4.83,-9.85,-2.78,-2.08,6.63,0,0
541,Bo Bichette,TOR,-1.8,0.8,0.7,1.7,1.0,-0.3,0,-0.76,0.65,1.68,3.22,2.28,-31.01,0
542,Max Stassi,LAA,-1.8,-0.3,-0.1,0.5,1.1,0,0,-2.42,-1.02,-1.55,5.82,9.67,0,0
543,Jose Trevino,TEX,-1.8,-0.3,0.4,0.1,-3.2,-0.6,0,-1.43,-0.49,1.49,0.23,-6.47,-11.02,0
544,Alex Blandino,CIN,-1.9,1.9,-0.8,1.2,0.0,0.2,0,-1.94,5.13,-13.93,6.86,-0.67,3.99,0
545,Max Scherzer,WSN,-1.9,-0.3,0,-0.2,-0.2,0,0,-7.33,-5.37,0,-16.20,-3.43,0,0
546,Brett Gardner,NYY,-1.9,0.0,-1.3,-1.3,0.7,-0.1,0,-1.29,0.13,-4.02,-4.78,2.46,-1.74,0
547,D.J. Stewart,BAL,-1.9,-0.9,-0.6,-0.5,2.0,-0.3,0,-1.03,-2.47,-3.42,-1.63,4.77,-10.58,0
548,Walker Buehler,LAD,-1.9,-0.6,0,-0.2,0.0,0,0,-4.22,-7.87,0,-10.44,2.63,0,0
549,Zack Collins,CHW,-2.0,1.0,0.3,0.6,-1.0,1.0,0.1,-2.27,3.25,5.12,3.38,-3.36,17.37,8.96
550,Cavan Biggio,TOR,-2.0,-0.3,-1.5,0.8,-0.8,0.2,0,-0.89,-0.58,-5.05,2.21,-1.51,2.23,0
551,Alan Trejo,COL,-2.0,-0.6,0.0,0.3,1.0,0,0,-5.04,-4.82,-0.22,3.81,13.84,0,0
552,Darin Ruf,SFG,-2.0,1.8,-0.1,0.4,0.1,1.3,0,-1.57,3.43,-0.70,2.09,0.69,22.23,0
553,Ronald Guzman,TEX,-2.0,0.1,1.2,-0.5,-0.8,0,0,-5.56,1.33,19.64,-4.32,-9.49,0,0
554,Aaron Hicks,NYY,-2.0,0.5,-1.3,-1.5,-1.2,1.0,0,-0.92,1.37,-3.83,-2.49,-1.55,10.32,0
555,Jay Bruce,NYY,-2.0,-1.1,-0.8,-0.7,1.2,-0.2,0,-2.37,-4.91,-4.15,-4.85,5.61,-8.19,0
556,Seth Brown,OAK,-2.1,1.3,0.1,0.7,0.4,0.3,0,-1.88,4.74,1.01,2.38,1.63,3.60,0
557,Manny Machado,SDP,-2.1,-0.2,0.0,0.2,1.5,-0.6,0,-0.87,-0.17,0.16,0.47,4.49,-12.96,0
558,Victor Caratini,SDP,-2.1,1.1,-0.4,0.7,0.1,-0.2,0,-1.52,1.68,-2.85,1.51,0.17,-4.64,0
559,Eli White,TEX,-2.2,-1.3,-2.0,-0.5,-0.9,-0.5,0,-1.95,-2.91,-5.94,-2.28,-3.06,-13.48,0
560,Jonah Heim,TEX,-2.3,0.1,-0.6,-0.9,-0.9,-0.3,0,-2.21,0.61,-3.80,-5.08,-4.93,-10.65,0
561,Daniel Robertson,MIL,-2.3,-0.7,-0.4,-0.9,-1.2,0,0,-2.62,-1.81,-3.20,-4.78,-9.61,0,0
562,Marwin Gonzalez,BOS,-2.3,-1.0,-0.1,1.1,-0.2,0.2,0,-1.41,-1.71,-0.40,2.15,-0.32,1.34,0
563,Kyle Hendricks,CHC,-2.4,-0.1,-0.1,0,0,0,0,-9.04,-1.39,-5.72,0,0,0,0
564,Jose Abreu,CHW,-2.4,2.5,-1.3,-1.6,1.1,-0.3,0,-0.90,1.69,-6.12,-2.94,3.94,-2.03,0
565,Nomar Mazara,DET,-2.4,0.8,-0.6,-2.2,2.0,0.6,0,-3.29,3.05,-6.07,-7.33,9.42,10.00,0
566,Merrill Kelly,ARI,-2.5,-0.4,0,-0.2,-0.2,0,0,-6.81,-9.23,0,-7.50,-6.93,0,0
567,Mauricio Dubon,SFG,-2.5,1.2,-0.3,-1.4,-0.3,0.0,0,-2.30,2.12,-2.51,-7.38,-1.42,0.58,0
568,Marcell Ozuna,ATL,-2.5,-3.3,-0.2,0.0,0.6,0.0,0,-1.03,-3.55,-0.44,-0.11,1.39,3.25,0
569,Hunter Renfroe,BOS,-2.5,2.0,-0.4,1.3,-2.0,-0.2,-0.1,-1.79,2.67,-2.01,5.18,-4.49,-3.42,-4.80
570,Yu-Cheng Chang,CLE,-2.5,-2.0,-0.8,-0.2,-0.3,0.6,0,-2.26,-5.32,-4.67,-1.74,-0.89,9.17,0
571,Taijuan Walker,NYM,-2.5,-0.3,-0.4,0.0,0,0,0,-9.44,-3.50,-6.18,2.63,0,0,0
572,Luis Campusano,SDP,-2.5,-2.1,-0.1,-0.3,0.0,-0.2,0,-3.15,-6.81,-2.38,-2.10,0.00,-3.40,0
573,Sam Hilliard,COL,-2.6,-0.1,-0.6,-1.0,1.7,-0.3,0,-3.45,-0.79,-3.54,-6.71,10.16,-6.95,0
574,Austin Slater,SFG,-2.6,-3.4,3.5,-0.7,-0.7,-0.2,0,-1.28,-3.81,15.30,-2.44,-1.28,-7.98,0
575,Miguel Cabrera,DET,-2.6,-3.2,-1.2,-0.3,-0.6,-0.7,0,-1.86,-4.26,-6.64,-1.13,-2.10,-9.02,0
576,Lourdes Gurriel Jr.,TOR,-2.6,-1.2,-1.8,1.0,-0.8,0.4,0,-1.36,-1.23,-5.60,2.55,-3.56,7.99,0
577,Nick Ahmed,ARI,-2.6,0.2,-1.5,0.7,-0.3,0,0,-2.04,0.27,-6.61,3.34,-1.06,0,0
578,Cristian Pache,ATL,-2.7,1.1,-1.1,-0.5,0.8,-0.2,0,-3.23,4.15,-5.18,-3.40,4.94,-11.25,0
579,Francisco Lindor,NYM,-2.7,-0.8,-1.9,0.0,0.3,-0.2,0,-1.28,-1.26,-5.90,0.05,0.49,-17.27,0
580,Anthony Alford,PIT,-2.8,0.5,0.3,0.1,-1.7,0,0,-3.67,3.21,2.25,0.62,-9.58,0,0
581,Didi Gregorius,PHI,-2.8,0.5,-2.6,1.7,1.0,0.6,0,-1.35,0.78,-9.74,6.03,2.42,4.38,0
582,Victor Reyes,DET,-2.9,0.2,-0.2,-0.6,-0.9,-0.3,0,-2.10,0.61,-1.26,-2.19,-6.25,-5.37,0
583,Josh Fuentes,COL,-2.9,0.2,-0.3,-1.2,-1.4,-0.2,0,-1.71,0.31,-1.62,-4.44,-6.19,-5.47,0
584,Chance Sisco,BAL,-3.0,-1.4,-0.1,0.8,0.5,-0.2,0,-3.91,-10.19,-0.92,5.81,5.02,-7.65,0
585,Freddie Freeman,ATL,-3.0,-1.7,0.5,2.8,2.8,0.1,0,-1.18,-2.10,0.99,9.27,3.90,1.06,0
586,Matt Joyce,PHI,-3.1,-0.7,0.3,0.0,0.4,0.2,0,-3.84,-2.52,1.77,0.17,1.89,4.71,0
587,Colin Moran,PIT,-3.1,5.2,0.5,-0.8,3.0,-0.3,0,-1.19,7.09,1.65,-2.14,6.18,-4.32,0
588,Elias Diaz,COL,-3.1,0.4,-0.1,-2.1,-0.8,0,0,-4.03,1.18,-0.55,-9.39,-3.52,0,0
589,Franchy Cordero,BOS,-3.2,-0.6,1.2,-0.9,-1.2,0.1,-0.3,-2.39,-2.06,6.71,-4.14,-2.21,0.98,-8.80
590,Jose Iglesias,LAA,-3.2,1.8,0.9,-1.4,-1.3,-0.4,0,-1.63,1.66,3.45,-4.55,-2.78,-12.94,0
591,Jonathan Schoop,DET,-3.3,-3.0,-0.7,-1.9,0.9,-0.7,0,-1.45,-2.47,-3.53,-5.18,2.07,-9.77,0
592,Ha-seong Kim,SDP,-3.3,-1.1,0.2,1.2,-0.3,-0.1,0,-2.18,-1.65,3.74,8.84,-2.52,-1.59,0
593,Eugenio Suarez,CIN,-3.3,-4.2,1.6,0.5,-0.5,-0.2,0,-1.22,-3.88,7.98,1.28,-0.90,-1.71,0
594,David Fletcher,LAA,-3.3,0.9,1.0,-1.1,-2.3,-0.2,0,-1.12,0.86,7.15,-3.52,-10.38,-7.97,0
595,Stephen Piscotty,OAK,-3.3,0.5,1.7,0.0,0.9,-0.1,0,-2.80,0.84,6.02,-0.20,3.21,-2.06,0
596,Starlin Castro,WSN,-3.4,2.5,-0.5,-0.6,-1.0,0.1,0,-1.80,2.81,-3.22,-1.37,-2.57,5.96,0
597,Ty France,SEA,-3.4,-1.0,3.3,-0.4,4.1,-0.6,0,-1.17,-1.18,9.81,-0.80,7.62,-4.64,0
598,Andrew McCutchen,PHI,-3.4,-0.8,1.3,1.7,-0.4,0.0,0,-1.48,-0.66,7.45,5.55,-1.05,-0.22,0
599,Javier Baez,CHC,-3.5,6.2,1.4,-0.3,1.7,-0.3,0,-1.92,5.54,4.39,-1.02,3.80,-25.77,0
600,Roman Quinn,PHI,-3.5,0.5,0.3,0.3,-0.1,0.0,0,-2.72,1.53,2.28,1.52,-0.27,4.47,0
601,Max Kepler,MIN,-3.6,0.8,0.1,-1.1,0.7,-0.1,0,-2.51,1.62,0.87,-3.56,1.84,-2.21,0
602,Curt Casali,SFG,-3.6,-0.7,-0.5,-0.2,0.5,0,0,-4.05,-1.20,-4.26,-1.48,2.72,0,0
603,Mike Moustakas,CIN,-3.7,0.1,0.9,1.3,1.5,-0.1,0,-2.69,0.13,4.65,3.77,4.57,-0.81,0
604,Phillip Evans,PIT,-3.7,3.2,0.2,-0.1,1.4,0.2,0,-1.82,2.86,0.75,-0.19,5.14,4.08,0
605,Edwin Rios,LAD,-3.8,-1.1,-0.3,0.2,-2.3,-0.4,0,-3.78,-1.69,-2.47,0.77,-9.12,-4.16,0
606,Gregory Polanco,PIT,-3.8,-0.6,0.5,-1.5,1.7,0.5,0,-1.86,-1.07,2.10,-4.30,2.58,10.52,0
607,Leody Taveras,TEX,-3.8,-0.8,-2.2,-0.5,-0.5,-0.1,0,-4.03,-3.73,-11.69,-1.45,-1.97,-2.12,0
608,Tommy Pham,SDP,-3.8,-1.6,-0.2,0.3,0.6,0.5,0,-1.68,-1.47,-0.71,0.75,3.39,16.72,0
609,David Dahl,TEX,-3.8,-1.1,-0.4,0.9,0.3,-1.1,0,-2.12,-1.35,-1.68,2.04,0.59,-6.76,0
610,Kevin Newman,PIT,-4.0,-0.5,-1.6,-1.1,1.1,-0.3,0,-2.39,-0.64,-4.72,-2.85,3.69,-4.19,0
611,Yoshi Tsutsugo,TBR,-4.0,-2.2,-1.1,-0.2,-0.2,1.0,0,-2.10,-4.14,-6.30,-0.40,-0.36,12.49,0
612,Ian Happ,CHC,-4.1,2.8,-1.0,-1.0,-1.0,0.7,0,-1.48,5.58,-3.28,-2.52,-1.35,13.09,0
